alignment_status,frame,full_context,full_context_token_count,intervention_anchor,lead_subjects,lemma,n_leads,priming_text,probe_form_token_count,probe_form_token_ids,probe_form_token_pieces,probe_subject,probe_subject_animacy,probe_surface,probe_text,probe_token_count,row_id,stem_index,tokenizer_model,verb_final_tok_idx,coord_0_raw,coord_0_calibrated,projection_norm,residual_norm,projection_norm_frac
aligned,T-,"In the lab, the rope novived. During the check, the artist novived. After the visit, the door novived. During the trial, the paper will noviv",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",noviv,3,"In the lab, the rope novived. During the check, the artist novived. After the visit, the door novived.",2,"[22458, 400]","['Ġnov', 'iv']",paper,inanimate, noviv,"During the trial, the paper will noviv",9,nonce|0004|noviv|T-,4,EleutherAI/pythia-1.4b,35,1.4324944019317627,-1.4324944019317627,1.4324945211410522,117.96197509765625,0.012143697322422283
aligned,T-,"In the lab, the glass givomed. During the check, the teacher givomed. After the visit, the rope givomed. During the trial, the box will givom",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",givom,3,"In the lab, the glass givomed. During the check, the teacher givomed. After the visit, the rope givomed.",2,"[1259, 297]","['Ġgiv', 'om']",box,inanimate, givom,"During the trial, the box will givom",9,nonce|0021|givom|T-,21,EleutherAI/pythia-1.4b,35,-0.9798785448074341,0.9798785448074341,0.9798786044120789,123.3870620727539,0.007941502033935321
aligned,T-,"In the lab, the door negived. During the check, the worker negived. After the visit, the glass negived. During the trial, the paper will negiv",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",negiv,3,"In the lab, the door negived. During the check, the worker negived. After the visit, the glass negived.",2,"[2297, 400]","['Ġneg', 'iv']",paper,inanimate, negiv,"During the trial, the paper will negiv",9,nonce|0023|negiv|T-,23,EleutherAI/pythia-1.4b,35,-1.8818902969360352,1.8818902969360352,1.8818904161453247,103.54457092285156,0.01817468940546843
aligned,T-,"In the lab, the teacher vomumed. During the check, the rope vomumed. After the visit, the artist vomumed. During the trial, the driver will vomum",36,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}]",vomum,3,"In the lab, the teacher vomumed. During the check, the rope vomumed. After the visit, the artist vomumed.",2,"[20648, 360]","['Ġvom', 'um']",driver,animate, vomum,"During the trial, the driver will vomum",9,nonce|0030|vomum|T-,30,EleutherAI/pythia-1.4b,35,-5.168889999389648,5.168889999389648,5.168890476226807,147.75381469726562,0.03498312708079586
aligned,T-,"In the lab, the teacher vomomed. During the check, the rope vomomed. After the visit, the artist vomomed. During the trial, the student will vomom",36,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}]",vomom,3,"In the lab, the teacher vomomed. During the check, the rope vomomed. After the visit, the artist vomomed.",2,"[20648, 297]","['Ġvom', 'om']",student,animate, vomom,"During the trial, the student will vomom",9,nonce|0038|vomom|T-,38,EleutherAI/pythia-1.4b,35,-1.195392370223999,1.195392370223999,1.1953924894332886,120.69938659667969,0.009903882058885066
aligned,T-,"In the lab, the glass tekomed. During the check, the teacher tekomed. After the visit, the rope tekomed. During the trial, the chef will tekom",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",tekom,3,"In the lab, the glass tekomed. During the check, the teacher tekomed. After the visit, the rope tekomed.",2,"[716, 21971]","['Ġte', 'kom']",chef,animate, tekom,"During the trial, the chef will tekom",9,nonce|0049|tekom|T-,49,EleutherAI/pythia-1.4b,35,3.5937681198120117,-3.5937681198120117,3.593768358230591,114.91484069824219,0.03127331801875407
aligned,T-,"In the lab, the rope mulomed. During the check, the artist mulomed. After the visit, the door mulomed. During the trial, the chef will mulom",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",mulom,3,"In the lab, the rope mulomed. During the check, the artist mulomed. After the visit, the door mulomed.",2,"[22871, 297]","['Ġmul', 'om']",chef,animate, mulom,"During the trial, the chef will mulom",9,nonce|0053|mulom|T-,53,EleutherAI/pythia-1.4b,35,-1.1829400062561035,1.1829400062561035,1.182940125465393,135.97833251953125,0.008699475155686892
aligned,T-,"In the lab, the teacher zumumed. During the check, the rope zumumed. After the visit, the artist zumumed. During the trial, the student will zumum",36,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}]",zumum,3,"In the lab, the teacher zumumed. During the check, the rope zumumed. After the visit, the artist zumumed.",2,"[30070, 360]","['Ġzum', 'um']",student,animate, zumum,"During the trial, the student will zumum",9,nonce|0061|zumum|T-,61,EleutherAI/pythia-1.4b,35,4.055511474609375,-4.055511474609375,4.055511951446533,147.11891174316406,0.027566217717315152
aligned,T-,"In the lab, the glass bufened. During the check, the teacher bufened. After the visit, the rope bufened. During the trial, the student will bufen",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",bufen,3,"In the lab, the glass bufened. During the check, the teacher bufened. After the visit, the rope bufened.",2,"[15264, 257]","['Ġbuf', 'en']",student,animate, bufen,"During the trial, the student will bufen",9,nonce|0062|bufen|T-,62,EleutherAI/pythia-1.4b,35,-2.45475435256958,2.45475435256958,2.454754590988159,135.94285583496094,0.018057253365107405
aligned,T-,"In the lab, the door gefled. During the check, the worker gefled. After the visit, the glass gefled. During the trial, the paper will gefle",36,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",gefle,3,"In the lab, the door gefled. During the check, the worker gefled. After the visit, the glass gefled.",2,"[41817, 282]","['Ġgef', 'le']",paper,inanimate, gefle,"During the trial, the paper will gefle",9,nonce|0078|gefle|T-,78,EleutherAI/pythia-1.4b,35,-0.8979259729385376,0.8979259729385376,0.8979260325431824,111.80335235595703,0.008031297931786387
aligned,T-,"In the lab, the worker buvived. During the check, the glass buvived. After the visit, the teacher buvived. Tomorrow, the chef will buviv",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}]",buviv,3,"In the lab, the worker buvived. During the check, the glass buvived. After the visit, the teacher buvived.",2,"[1081, 40418]","['Ġbu', 'viv']",chef,animate, buviv,"Tomorrow, the chef will buviv",7,nonce|0001|buviv|T-,1,EleutherAI/pythia-1.4b,36,-2.9008371829986572,2.9008371829986572,2.9008374214172363,114.94248962402344,0.025237294153849177
aligned,T-,"In the lab, the artist mexived. During the check, the door mexived. After the visit, the worker mexived. Tomorrow, the driver will mexiv",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}]",mexiv,3,"In the lab, the artist mexived. During the check, the door mexived. After the visit, the worker mexived.",2,"[479, 32693]","['Ġme', 'xiv']",driver,animate, mexiv,"Tomorrow, the driver will mexiv",7,nonce|0002|mexiv|T-,2,EleutherAI/pythia-1.4b,36,1.1382580995559692,-1.1382580995559692,1.1382582187652588,108.15091705322266,0.01052472091572839
aligned,T-,"In the lab, the rope veketed. During the check, the artist veketed. After the visit, the door veketed. Tomorrow, the box will veket",37,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",veket,3,"In the lab, the rope veketed. During the check, the artist veketed. After the visit, the door veketed.",2,"[1670, 7151]","['Ġve', 'ket']",box,inanimate, veket,"Tomorrow, the box will veket",7,nonce|0017|veket|T-,17,EleutherAI/pythia-1.4b,36,-0.23200905323028564,0.23200905323028564,0.23200906813144684,147.0557098388672,0.0015776950679825031
aligned,T-,"In the lab, the worker dokiped. During the check, the glass dokiped. After the visit, the teacher dokiped. Tomorrow, the box will dokip",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}]",dokip,3,"In the lab, the worker dokiped. During the check, the glass dokiped. After the visit, the teacher dokiped.",2,"[513, 44821]","['Ġdo', 'kip']",box,inanimate, dokip,"Tomorrow, the box will dokip",7,nonce|0018|dokip|T-,18,EleutherAI/pythia-1.4b,36,2.607416868209839,-2.607416868209839,2.607417106628418,152.25657653808594,0.017125152593826975
aligned,T-,"In the lab, the artist voxeved. During the check, the door voxeved. After the visit, the worker voxeved. Tomorrow, the student will voxev",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}]",voxev,3,"In the lab, the artist voxeved. During the check, the door voxeved. After the visit, the worker voxeved.",2,"[32582, 1173]","['Ġvox', 'ev']",student,animate, voxev,"Tomorrow, the student will voxev",7,nonce|0036|voxev|T-,36,EleutherAI/pythia-1.4b,36,-2.1818370819091797,2.1818370819091797,2.1818370819091797,133.7272491455078,0.016315575889362204
aligned,T-,"In the lab, the door toziped. During the check, the worker toziped. After the visit, the glass toziped. Tomorrow, the shirt will tozip",37,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",tozip,3,"In the lab, the door toziped. During the check, the worker toziped. After the visit, the glass toziped.",2,"[281, 16368]","['Ġto', 'zip']",shirt,inanimate, tozip,"Tomorrow, the shirt will tozip",7,nonce|0040|tozip|T-,40,EleutherAI/pythia-1.4b,36,6.312926292419434,-6.312926292419434,6.312926769256592,175.309326171875,0.03601021638214122
aligned,T-,"In the lab, the teacher naviped. During the check, the rope naviped. After the visit, the artist naviped. Tomorrow, the box will navip",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}]",navip,3,"In the lab, the teacher naviped. During the check, the rope naviped. After the visit, the artist naviped.",2,"[6563, 532]","['Ġnav', 'ip']",box,inanimate, navip,"Tomorrow, the box will navip",7,nonce|0047|navip|T-,47,EleutherAI/pythia-1.4b,36,1.0144034624099731,-1.0144034624099731,1.0144035816192627,122.09190368652344,0.00830852457034162
aligned,T-,"In the lab, the teacher zebled. During the check, the rope zebled. After the visit, the artist zebled. Tomorrow, the driver will zeble",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}]",zeble,3,"In the lab, the teacher zebled. During the check, the rope zebled. After the visit, the artist zebled.",2,"[14756, 934]","['Ġze', 'ble']",driver,animate, zeble,"Tomorrow, the driver will zeble",7,nonce|0048|zeble|T-,48,EleutherAI/pythia-1.4b,36,3.2832462787628174,-3.2832462787628174,3.2832465171813965,146.8145751953125,0.022363219134160083
aligned,T-,"In the lab, the rope voocketed. During the check, the artist voocketed. After the visit, the door voocketed. Tomorrow, the chef will voocket",37,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",voocket,3,"In the lab, the rope voocketed. During the check, the artist voocketed. After the visit, the door voocketed.",2,"[3273, 5156]","['Ġvo', 'ocket']",chef,animate, voocket,"Tomorrow, the chef will voocket",7,nonce|0051|voocket|T-,51,EleutherAI/pythia-1.4b,36,-3.711973190307617,3.711973190307617,3.7119734287261963,157.93939208984375,0.02350251814705379
aligned,T-,"In the lab, the worker draickened. During the check, the glass draickened. After the visit, the teacher draickened. Tomorrow, the student will draicken",37,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}]",draicken,3,"In the lab, the worker draickened. During the check, the glass draickened. After the visit, the teacher draickened.",2,"[6536, 20471]","['Ġdra', 'icken']",student,animate, draicken,"Tomorrow, the student will draicken",7,nonce|0063|draicken|T-,63,EleutherAI/pythia-1.4b,36,-0.6391348242759705,0.6391348242759705,0.6391348838806152,144.0816192626953,0.004435922410861577
aligned,T-,"In the lab, the door vezeved. During the check, the worker vezeved. After the visit, the glass vezeved. Tomorrow, the student will vezev",37,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",vezev,3,"In the lab, the door vezeved. During the check, the worker vezeved. After the visit, the glass vezeved.",2,"[24005, 1173]","['Ġvez', 'ev']",student,animate, vezev,"Tomorrow, the student will vezev",7,nonce|0075|vezev|T-,75,EleutherAI/pythia-1.4b,36,-2.0828447341918945,2.0828447341918945,2.0828449726104736,125.13330841064453,0.01664500842393851
aligned,T-,"In the lab, the rope pleeshoped. During the check, the artist pleeshoped. After the visit, the door pleeshoped. Tomorrow, the box will pleeshop",38,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",pleeshop,3,"In the lab, the rope pleeshoped. During the check, the artist pleeshoped. After the visit, the door pleeshoped.",3,"[2318, 265, 12242]","['Ġple', 'es', 'hop']",box,inanimate, pleeshop,"Tomorrow, the box will pleeshop",8,nonce|0000|pleeshop|T-,0,EleutherAI/pythia-1.4b,37,2.1545090675354004,-2.1545090675354004,2.1545093059539795,152.062744140625,0.014168554685304946
aligned,T-,"In the lab, the door fevived. During the check, the worker fevived. After the visit, the glass fevived. Later today, the shirt will feviv",38,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",feviv,3,"In the lab, the door fevived. During the check, the worker fevived. After the visit, the glass fevived.",2,"[704, 40418]","['Ġfe', 'viv']",shirt,inanimate, feviv,"Later today, the shirt will feviv",8,nonce|0011|feviv|T-,11,EleutherAI/pythia-1.4b,37,-0.2485179305076599,0.2485179305076599,0.2485179454088211,117.08470153808594,0.0021225483956841436
aligned,T-,"In the lab, the door seziped. During the check, the worker seziped. After the visit, the glass seziped. Later today, the student will sezip",38,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",sezip,3,"In the lab, the door seziped. During the check, the worker seziped. After the visit, the glass seziped.",2,"[396, 16368]","['Ġse', 'zip']",student,animate, sezip,"Later today, the student will sezip",8,nonce|0013|sezip|T-,13,EleutherAI/pythia-1.4b,37,-9.75049114227295,9.75049114227295,9.750492095947266,156.40760803222656,0.06234026732215132
aligned,T-,"In the lab, the glass zezeted. During the check, the teacher zezeted. After the visit, the rope zezeted. Later today, the box will zezet",38,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",zezet,3,"In the lab, the glass zezeted. During the check, the teacher zezeted. After the visit, the rope zezeted.",2,"[14756, 39753]","['Ġze', 'zet']",box,inanimate, zezet,"Later today, the box will zezet",8,nonce|0022|zezet|T-,22,EleutherAI/pythia-1.4b,37,-2.7719078063964844,2.7719078063964844,2.7719080448150635,123.27726745605469,0.02248515157754596
